,category,product_title,product_ribbon,product_prev_price,product_curr_price,product_app_price,product_weight
351,face,NIOR Your Best Skin Soft Matte Pressed Powder Warm Vanilla,,nan,"৳ 1,200.00",App Price: ৳ 1164.00,9gm
352,face,Hawaa Olive Oil,,nan,৳ 220.00,App Price: ৳ 213.00,100ml
353,face,Makeup Revolution Fast Base Blush Stick Rose,,nan,"৳ 1,350.00",App Price: ৳ 1310.00,14gm
354,face,Makeup Revolution I Heart Revolution Chocolate Contour Palette Medium,,nan,"৳ 1,250.00",App Price: ৳ 1213.00,4.5gm
355,face,Makeup Revolution Relove Colour Play Blushed Duo Cute,,nan,৳ 780.00,App Price: ৳ 757.00,5.8gm
356,face,Makeup Revolution Relove Colour Play Blushed Duo Kindness,,nan,৳ 780.00,App Price: ৳ 757.00,5.8gm
357,face,Makeup Revolution Conceal & Define Powder P10,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,4gm
358,face,Makeup Revolution Makeup Revolution Conceal & Define Concealer C2,,nan,৳ 880.00,App Price: ৳ 854.00,4gm
359,face,NIOR Your Best Skin Soft Matte Foundation Vanilla Ice,,nan,"৳ 1,200.00",App Price: ৳ 1164.00,30gm
360,face,NIOR Your Best Skin Perfecting Concealer Desert,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,9.5gm
361,face,Dr. C. Tuna Light To Medium Tea Tree BB Cream,,nan,"৳ 1,300.00",,50ml
362,face,Pierre Cardin Two Phase Make Up Remover,,nan,"৳ 1,450.00",App Price: ৳ 1407.00,150ml
363,face,Pierre Cardin Porcelain Edition Compact Powder Golden Beige 955,,nan,"৳ 1,380.00",App Price: ৳ 1339.00,12gm
364,face,Nirvana Soft Touch Round Cotton Pad,,nan,৳ 300.00,App Price: ৳ 291.00,
365,face,Makeup Revolution Superdewy Liquid Blusher You Had Me At First Blush,,nan,"৳ 1,350.00",App Price: ৳ 1310.00,15ml
366,face,Ireneda Crush Crush Powder Blush - OR03 Black Tea (IR07),,nan,৳ 300.00,App Price: ৳ 291.00,2.7gm
367,face,Ireneda Crush Crush Powder Blush - PK01 Delicate Petal (IR07),,nan,৳ 300.00,App Price: ৳ 291.00,2.7gm
